colony,date,distance,from,from_ID,from_ID_date,from_nest_size,from_x,from_y,network_ID,strength,to,to_ID,to_ID_date,to_nest_size,to_x,to_y,trail_ID,trail_type,tree_type,year,treatment,dataset
3,25/08/2014,0.5,N5,3_N5,3_N5_2014-08-25,24.89,0,0,3_2014-08-25,1,N6,3_N6,3_N6_2014-08-25,39.697,-0.279596698,0.41451862,3_2014-08-25_N5_N6,internest,regular,2014,control,Estimation
3,25/08/2014,1,N5,3_N5,3_N5_2014-08-25,24.89,0,0,3_2014-08-25,0.333,N7,3_N7,3_N7_2014-08-25,28.49,0.642787706,0.766044362,3_2014-08-25_N5_N7,internest,regular,2014,control,Estimation
3,25/08/2014,0.987098443,N6,3_N6,3_N6_2014-08-25,39.697,-0.279596698,0.41451862,3_2014-08-25,0.333,N7,3_N7,3_N7_2014-08-25,28.49,0.642787706,0.766044362,3_2014-08-25_N6_N7,internest,regular,2014,control,Estimation
6,25/08/2014,2.25,N6,6_N6,6_N6_2014-08-25,11.681,2.222298455,0.351979512,6_2014-08-25,0.143,N10,6_N10,6_N10_2014-08-25,41.934,0,0,6_2014-08-25_N6_N10,internest,regular,2014,control,Estimation
6,25/08/2014,3.378616716,N7,6_N7,6_N7_2014-08-25,4.478,1.777757468,2.873087068,6_2014-08-25,0.04,N10,6_N10,6_N10_2014-08-25,41.934,0,0,6_2014-08-25_N7_N10,internest,regular,2014,control,Estimation
6,25/08/2014,2.73,N10,6_N10,6_N10_2014-08-25,41.934,0,0,6_2014-08-25,0.125,N12,6_N12,6_N12_2014-08-25,44.233,-2.696389373,0.427064805,6_2014-08-25_N10_N12,internest,regular,2014,control,Estimation
6,25/08/2014,0.62,N7,6_N7,6_N7_2014-08-25,4.478,1.777757468,2.873087068,6_2014-08-25,0.5,N15,6_N15,6_N15_2014-08-25,24.919,1.354918225,3.326526121,6_2014-08-25_N7_N15,internest,regular,2014,control,Estimation
6,25/08/2014,0.19,N10,6_N10,6_N10_2014-08-25,41.934,0,0,6_2014-08-25,0.25,N17,6_N17,6_N17_2014-08-25,1.066,0.026442928,0.188150928,6_2014-08-25_N10_N17,internest,regular,2014,control,Estimation
6,25/08/2014,4.876026361,N1,6_N1,6_N1_2014-08-25,1.311,18.95857903,3.895837214,6_2014-08-25,0.04,N3,6_N3,6_N3_2014-08-25,1.639,14.09463548,4.238891455,6_2014-08-25_N1_N3,internest,regular,2014,control,Estimation
6,25/08/2014,6.649999996,N3,6_N3,6_N3_2014-08-25,1.639,14.09463548,4.238891455,6_2014-08-25,0.033,N4,6_N4,6_N4_2014-08-25,10.08,7.845679441,1.964457817,6_2014-08-25_N3_N4,internest,regular,2014,control,Estimation
6,25/08/2014,1.866015077,N4,6_N4,6_N4_2014-08-25,10.08,7.845679441,1.964457817,6_2014-08-25,0.25,N5,6_N5,6_N5_2014-08-25,9.003,6.781603873,0.43156661,6_2014-08-25_N4_N5,internest,regular,2014,control,Estimation
6,25/08/2014,4.56,N5,6_N5,6_N5_2014-08-25,9.003,6.781603873,0.43156661,6_2014-08-25,0.2,N6,6_N6,6_N6_2014-08-25,11.681,2.222298455,0.351979512,6_2014-08-25_N5_N6,internest,regular,2014,control,Estimation
6,25/08/2014,2.56,N6,6_N6,6_N6_2014-08-25,11.681,2.222298455,0.351979512,6_2014-08-25,0.2,N7,6_N7,6_N7_2014-08-25,4.478,1.777757468,2.873087068,6_2014-08-25_N6_N7,internest,regular,2014,control,Estimation
6,25/08/2014,4.630669158,N5,6_N5,6_N5_2014-08-25,9.003,6.781603873,0.43156661,6_2014-08-25,0.083,N9,6_N9,6_N9_2014-08-25,24.513,3.720242245,3.905924369,6_2014-08-25_N5_N9,internest,regular,2014,control,Estimation
6,25/08/2014,2.2,N7,6_N7,6_N7_2014-08-25,4.478,1.777757468,2.873087068,6_2014-08-25,0.25,N9,6_N9,6_N9_2014-08-25,24.513,3.720242245,3.905924369,6_2014-08-25_N7_N9,internest,regular,2014,control,Estimation
7,25/08/2014,0.460000003,N9,7_N9,7_N9_2014-08-25,20.453,2.319170138,-13.97416426,7_2014-08-25,0.5,N10,7_N10,7_N10_2014-08-25,2.659,2.10321334,-14.38032022,7_2014-08-25_N9_N10,internest,regular,2014,exclusion,Estimation
7,25/08/2014,1.016782403,N10,7_N10,7_N10_2014-08-25,2.659,2.10321334,-14.38032022,7_2014-08-25,0.143,N11,7_N11,7_N11_2014-08-25,5.115,3.055508099,-14.73666436,7_2014-08-25_N10_N11,internest,regular,2014,exclusion,Estimation
7,25/08/2014,1.059999998,N9,7_N9,7_N9_2014-08-25,20.453,2.319170138,-13.97416426,7_2014-08-25,0.125,N11,7_N11,7_N11_2014-08-25,5.115,3.055508099,-14.73666436,7_2014-08-25_N9_N11,internest,regular,2014,exclusion,Estimation
7,25/08/2014,1.890000001,N7,7_N7,7_N7_2014-08-25,8.401,-7.663640539,-0.750305838,7_2014-08-25,0.167,N12,7_N12,7_N12_2014-08-25,2.579,-8.310058118,-2.526325071,7_2014-08-25_N7_N12,internest,regular,2014,exclusion,Estimation
7,25/08/2014,1.71,N5,7_N5,7_N5_2014-08-25,19.144,-1.230070651,-1.187866235,7_2014-08-25,0.333,N6,7_N6,7_N6_2014-08-25,27.752,0,0,7_2014-08-25_N5_N6,internest,regular,2014,exclusion,Estimation
7,25/08/2014,6.448432415,N5,7_N5,7_N5_2014-08-25,19.144,-1.230070651,-1.187866235,7_2014-08-25,0.025,N7,7_N7,7_N7_2014-08-25,8.401,-7.663640539,-0.750305838,7_2014-08-25_N5_N7,internest,regular,2014,exclusion,Estimation
7,25/08/2014,13.26975988,N5,7_N5,7_N5_2014-08-25,19.144,-1.230070651,-1.187866235,7_2014-08-25,0.333,N9,7_N9,7_N9_2014-08-25,20.453,2.319170138,-13.97416426,7_2014-08-25_N5_N9,internest,regular,2014,exclusion,Estimation
8,25/08/2014,7.47,N6,8_N6,8_N6_2014-08-25,384.166,-12.84377771,1.805069035,8_2014-08-25,0.333,N7,8_N7,8_N7_2014-08-25,23.626,-5.446475216,2.84469195,8_2014-08-25_N6_N7,internest,regular,2014,control,Estimation
8,25/08/2014,5.475148574,N3,8_N3,8_N3_2014-08-25,0.668,2.301249,1.30324,8_2014-08-25,0.25,N9,8_N9,8_N9_2014-08-25,2.217,-3.147975374,1.83541068,8_2014-08-25_N3_N9,internest,regular,2014,control,Estimation
8,25/08/2014,9.695849811,N6,8_N6,8_N6_2014-08-25,384.166,-12.84377771,1.805069035,8_2014-08-25,0.5,N9,8_N9,8_N9_2014-08-25,2.217,-3.147975374,1.83541068,8_2014-08-25_N6_N9,internest,regular,2014,control,Estimation
8,25/08/2014,2.510328705,N7,8_N7,8_N7_2014-08-25,23.626,-5.446475216,2.84469195,8_2014-08-25,0.04,N9,8_N9,8_N9_2014-08-25,2.217,-3.147975374,1.83541068,8_2014-08-25_N7_N9,internest,regular,2014,control,Estimation
9,25/08/2014,6.571951687,N4,9_N4,9_N4_2014-08-25,118.736,0,0,9_2014-08-25,0.059,N10,9_N10,9_N10_2014-08-25,1.08,6.033264333,2.605814742,9_2014-08-25_N4_N10,internest,regular,2014,control,Estimation
9,25/08/2014,27.49445401,N1,9_N1,9_N1_2014-08-25,18.583,2.613626187,4.148243426,9_2014-08-25,0.033,N14,9_N14,9_N14_2014-08-25,4.882,26.13766251,-10.08427976,9_2014-08-25_N1_N14,internest,regular,2014,control,Estimation
9,25/08/2014,5.200000001,N14,9_N14,9_N14_2014-08-25,4.882,26.13766251,-10.08427976,9_2014-08-25,1,N15,9_N15,9_N15_2014-08-25,5.45,30.34455116,-13.14076269,9_2014-08-25_N14_N15,internest,regular,2014,control,Estimation
9,25/08/2014,33.06767953,N4,9_N4,9_N4_2014-08-25,118.736,0,0,9_2014-08-25,0.045,N15,9_N15,9_N15_2014-08-25,5.45,30.34455116,-13.14076269,9_2014-08-25_N4_N15,internest,regular,2014,control,Estimation
9,25/08/2014,14.4,N15,9_N15,9_N15_2014-08-25,5.45,30.34455116,-13.14076269,9_2014-08-25,0.025,N19,9_N19,9_N19_2014-08-25,5.138,41.5354539,-22.20297522,9_2014-08-25_N15_N19,internest,regular,2014,control,Estimation
9,25/08/2014,2.730000003,N19,9_N19,9_N19_2014-08-25,5.138,41.5354539,-22.20297522,9_2014-08-25,0.083,N20,9_N20,9_N20_2014-08-25,0.657,43.21621001,-20.05170608,9_2014-08-25_N19_N20,internest,regular,2014,control,Estimation
9,25/08/2014,25,N9,9_N9,9_N9_2014-08-25,33.26,15.95741016,-12.04228268,9_2014-08-25,0.25,N21,9_N21,9_N21_2014-08-25,0.497,37.15861363,-25.29026258,9_2014-08-25_N9_N21,internest,regular,2014,control,Estimation
9,25/08/2014,0.4,N3,9_N3,9_N3_2014-08-25,37.479,1.389636995,2.849176903,9_2014-08-25,0.333,N22,9_N22,9_N22_2014-08-25,0.9,1.165959937,2.517561804,9_2014-08-25_N3_N22,internest,regular,2014,control,Estimation
9,25/08/2014,2.774451299,N4,9_N4,9_N4_2014-08-25,118.736,0,0,9_2014-08-25,0.5,N22,9_N22,9_N22_2014-08-25,0.9,1.165959937,2.517561804,9_2014-08-25_N4_N22,internest,regular,2014,control,Estimation
9,25/08/2014,1.784859483,N1,9_N1,9_N1_2014-08-25,18.583,2.613626187,4.148243426,9_2014-08-25,0.083,N3,9_N3,9_N3_2014-08-25,37.479,1.389636995,2.849176903,9_2014-08-25_N1_N3,internest,regular,2014,control,Estimation
9,25/08/2014,3.710000001,N4,9_N4,9_N4_2014-08-25,118.736,0,0,9_2014-08-25,0.091,N5,9_N5,9_N5_2014-08-25,27.728,-2.923519079,-2.28410512,9_2014-08-25_N4_N5,internest,regular,2014,control,Estimation
9,25/08/2014,7.950000001,N5,9_N5,9_N5_2014-08-25,27.728,-2.923519079,-2.28410512,9_2014-08-25,0.25,N6,9_N6,9_N6_2014-08-25,37.164,-10.86867603,-2.561559682,9_2014-08-25_N5_N6,internest,regular,2014,control,Estimation
9,25/08/2014,4.249999996,N6,9_N6,9_N6_2014-08-25,37.164,-10.86867603,-2.561559682,9_2014-08-25,0.067,N7,9_N7,9_N7_2014-08-25,27.505,-15.05410933,-1.823556931,9_2014-08-25_N6_N7,internest,regular,2014,control,Estimation
9,25/08/2014,7.732016293,N4,9_N4,9_N4_2014-08-25,118.736,0,0,9_2014-08-25,0.091,N8,9_N8,9_N8_2014-08-25,4.564,6.854606009,-3.577492476,9_2014-08-25_N4_N8,internest,regular,2014,control,Estimation
9,25/08/2014,12.43035465,N8,9_N8,9_N8_2014-08-25,4.564,6.854606009,-3.577492476,9_2014-08-25,0.04,N9,9_N9,9_N9_2014-08-25,33.26,15.95741016,-12.04228268,9_2014-08-25_N8_N9,internest,regular,2014,control,Estimation
10,25/08/2014,9.016026474,N8,10_N8,10_N8_2014-08-25,4.637,9.078799856,-1.510684525,10_2014-08-25,0.025,N11,10_N11,10_N11_2014-08-25,27.92,6.83379828,-10.24273476,10_2014-08-25_N8_N11,internest,regular,2014,exclusion,Estimation
10,25/08/2014,4.2,N9,10_N9,10_N9_2014-08-25,11.667,10.95238094,-0.901920281,10_2014-08-25,0.167,N18,10_N18,10_N18_2014-08-25,8.155,9.865338344,3.154967491,10_2014-08-25_N9_N18,internest,regular,2014,exclusion,Estimation
10,25/08/2014,0.3,N8,10_N8,10_N8_2014-08-25,4.637,9.078799856,-1.510684525,10_2014-08-25,0.333,N19,10_N19,10_N19_2014-08-25,0.16,9.308613208,-1.317848265,10_2014-08-25_N8_N19,internest,regular,2014,exclusion,Estimation
10,25/08/2014,3,N6,10_N6,10_N6_2014-08-25,4.069,0,0,10_2014-08-25,0.05,N20,10_N20,10_N20_2014-08-25,1.145,-1.720730764,2.457455114,10_2014-08-25_N6_N20,internest,regular,2014,exclusion,Estimation
10,25/08/2014,9.17,N5,10_N5,10_N5_2014-08-25,9.386,-8.721187098,-2.833689399,10_2014-08-25,0.143,N6,10_N6,10_N6_2014-08-25,4.069,0,0,10_2014-08-25_N5_N6,internest,regular,2014,exclusion,Estimation
10,25/08/2014,3.4,N6,10_N6,10_N6_2014-08-25,4.069,0,0,10_2014-08-25,0.05,N7,10_N7,10_N7_2014-08-25,0.754,2.944484959,1.700002449,10_2014-08-25_N6_N7,internest,regular,2014,exclusion,Estimation
10,25/08/2014,6.923751158,N7,10_N7,10_N7_2014-08-25,0.754,2.944484959,1.700002449,10_2014-08-25,0.05,N8,10_N8,10_N8_2014-08-25,4.637,9.078799856,-1.510684525,10_2014-08-25_N7_N8,internest,regular,2014,exclusion,Estimation
10,25/08/2014,1.969999996,N8,10_N8,10_N8_2014-08-25,4.637,9.078799856,-1.510684525,10_2014-08-25,0.1,N9,10_N9,10_N9_2014-08-25,11.667,10.95238094,-0.901920281,10_2014-08-25_N8_N9,internest,regular,2014,exclusion,Estimation
12,25/08/2014,2.07,N3,12_N3,12_N3_2014-08-25,51.088,1.792672664,1.034999864,12_2014-08-25,0.25,N4,12_N4,12_N4_2014-08-25,71.04,0,0,12_2014-08-25_N3_N4,internest,regular,2014,exclusion,Estimation
12,25/08/2014,6.82,N4,12_N4,12_N4_2014-08-25,71.04,0,0,12_2014-08-25,0.025,N5,12_N5,12_N5_2014-08-25,51.088,-0.475737539,-6.803386935,12_2014-08-25_N4_N5,internest,regular,2014,exclusion,Estimation
2a,25/08/2014,4.46324296,N2,2a_N2,2a_N2_2014-08-25,47.275,0,0,2a_2014-08-25,0.125,N3,2a_N3,2a_N3_2014-08-25,2.284,-0.137022634,4.46113915,2a_2014-08-25_N2_N3,internest,regular,2014,control,Estimation
2a,25/08/2014,4.65,N2,2a_N2,2a_N2_2014-08-25,47.275,0,0,2a_2014-08-25,0.125,N4,2a_N4,2a_N4_2014-08-25,18.931,2.324996956,4.027019885,2a_2014-08-25_N2_N4,internest,regular,2014,control,Estimation
2a,25/08/2014,2.5,N3,2a_N3,2a_N3_2014-08-25,2.284,-0.137022634,4.46113915,2a_2014-08-25,0.05,N4,2a_N4,2a_N4_2014-08-25,18.931,2.324996956,4.027019885,2a_2014-08-25_N3_N4,internest,regular,2014,control,Estimation
2a,25/08/2014,5.35,N2,2a_N2,2a_N2_2014-08-25,47.275,0,0,2a_2014-08-25,0.1,N5,2a_N5,2a_N5_2014-08-25,0.875,-2.511675742,4.72376809,2a_2014-08-25_N2_N5,internest,regular,2014,control,Estimation
2b,25/08/2014,6,N1,2b_N1,2b_N1_2014-08-25,5.649,-5.025029215,0.674433412,2b_2014-08-25,0.125,N10,2b_N10,2b_N10_2014-08-25,3.211,-9.553288889,-3.26191824,2b_2014-08-25_N1_N10,internest,regular,2014,exclusion,Estimation
2b,25/08/2014,2.16,N1,2b_N1,2b_N1_2014-08-25,5.649,-5.025029215,0.674433412,2b_2014-08-25,0.143,N11,2b_N11,2b_N11_2014-08-25,4.773,-3.277552392,1.944049399,2b_2014-08-25_N1_N11,internest,regular,2014,exclusion,Estimation
2b,25/08/2014,3.420012999,N1,2b_N1,2b_N1_2014-08-25,5.649,-5.025029215,0.674433412,2b_2014-08-25,0.04,N12,2b_N12,2b_N12_2014-08-25,28.828,-1.65708636,0.079916936,2b_2014-08-25_N1_N12,internest,regular,2014,exclusion,Estimation
2b,25/08/2014,2.47,N11,2b_N11,2b_N11_2014-08-25,4.773,-3.277552392,1.944049399,2b_2014-08-25,0.125,N12,2b_N12,2b_N12_2014-08-25,28.828,-1.65708636,0.079916936,2b_2014-08-25_N11_N12,internest,regular,2014,exclusion,Estimation
2b,25/08/2014,9.144957303,N5,2b_N5,2b_N5_2014-08-25,22.63,6.475667202,4.26184993,2b_2014-08-25,0.025,N12,2b_N12,2b_N12_2014-08-25,28.828,-1.65708636,0.079916936,2b_2014-08-25_N5_N12,internest,regular,2014,exclusion,Estimation
2b,25/08/2014,6.819999999,N1,2b_N1,2b_N1_2014-08-25,5.649,-5.025029215,0.674433412,2b_2014-08-25,0.2,N14,2b_N14,2b_N14_2014-08-25,1.991,-5.974194222,7.428061014,2b_2014-08-25_N1_N14,internest,regular,2014,exclusion,Estimation
2b,25/08/2014,6.659999998,N5,2b_N5,2b_N5_2014-08-25,22.63,6.475667202,4.26184993,2b_2014-08-25,0.1,N6,2b_N6,2b_N6_2014-08-25,1.689,12.24339362,7.591854726,2b_2014-08-25_N5_N6,internest,regular,2014,exclusion,Estimation
2b,25/08/2014,14.82059084,N5,2b_N5,2b_N5_2014-08-25,22.63,6.475667202,4.26184993,2b_2014-08-25,0.1,N7,2b_N7,2b_N7_2014-08-25,17.465,-2.688276279,-7.385984745,2b_2014-08-25_N5_N7,internest,regular,2014,exclusion,Estimation
2b,25/08/2014,1.150000002,N6,2b_N6,2b_N6_2014-08-25,1.689,12.24339362,7.591854726,2b_2014-08-25,0.1,N9,2b_N9,2b_N9_2014-08-25,3.33,12.67419139,8.658116085,2b_2014-08-25_N6_N9,internest,regular,2014,exclusion,Estimation
3,22/08/2017,16.3,N26,3_N26,3_N26_2017-08-22,229.236,7.736661011,-31.5540667,3_2017-08-22,0.25,N30,3_N30,3_N30_2017-08-22,5.434,23.68046701,-34.94302678,3_2017-08-22_N26_N30,internest,regular,2017,control,Empirical control
3,22/08/2017,28.52635637,N26,3_N26,3_N26_2017-08-22,229.236,7.736661011,-31.5540667,3_2017-08-22,0.1,N29,3_N29,3_N29_2017-08-22,11.814,19.153755,-57.69604391,3_2017-08-22_N26_N29,internest,regular,2017,control,Empirical control
3,22/08/2017,4.3015042,N2,3_N2,3_N2_2017-08-22,3.225,-4.547928759,-0.118660335,3_2017-08-22,0.02,N6,3_N6,3_N6_2017-08-22,76.065,-0.279596698,0.41451862,3_2017-08-22_N2_N6,internest,regular,2017,control,Empirical control
3,22/08/2017,0.5,N5,3_N5,3_N5_2017-08-22,125.034,0,0,3_2017-08-22,1,N6,3_N6,3_N6_2017-08-22,76.065,-0.279596698,0.41451862,3_2017-08-22_N5_N6,internest,regular,2017,control,Empirical control
3,22/08/2017,4.549476483,N2,3_N2,3_N2_2017-08-22,3.225,-4.547928759,-0.118660335,3_2017-08-22,0.02,N5,3_N5,3_N5_2017-08-22,125.034,0,0,3_2017-08-22_N2_N5,internest,regular,2017,control,Empirical control
3,22/08/2017,12,N15,3_N15,3_N15_2017-08-22,136.574,6.021469496,9.373731752,3_2017-08-22,0.1,N33,3_N33,3_N33_2017-08-22,12.084,13.73492197,0.181199406,3_2017-08-22_N15_N33,internest,regular,2017,control,Empirical control
3,22/08/2017,6.1,N15,3_N15,3_N15_2017-08-22,136.574,6.021469496,9.373731752,3_2017-08-22,0.01,N16,3_N16,3_N16_2017-08-22,52.257,11.54994716,11.9517028,3_2017-08-22_N15_N16,internest,regular,2017,control,Empirical control
3,22/08/2017,1.429999998,N16,3_N16,3_N16_2017-08-22,52.257,11.54994716,11.9517028,3_2017-08-22,0.05,N25,3_N25,3_N25_2017-08-22,2.318,12.0390362,13.29546316,3_2017-08-22_N16_N25,internest,regular,2017,control,Empirical control
3,22/08/2017,1,N5,3_N5,3_N5_2017-08-22,125.034,0,0,3_2017-08-22,0.02,N7,3_N7,3_N7_2017-08-22,4.197,0.642787706,0.766044362,3_2017-08-22_N5_N7,internest,regular,2017,control,Empirical control
3,22/08/2017,1.437813339,N5,3_N5,3_N5_2017-08-22,125.034,0,0,3_2017-08-22,0.2,N11,3_N11,3_N11_2017-08-22,62.317,0.907218694,-1.115464674,3_2017-08-22_N5_N11,internest,regular,2017,control,Empirical control
3,22/08/2017,1.9,N7,3_N7,3_N7_2017-08-22,4.197,0.642787706,0.766044362,3_2017-08-22,0.02,N11,3_N11,3_N11_2017-08-22,62.317,0.907218694,-1.115464674,3_2017-08-22_N7_N11,internest,regular,2017,control,Empirical control
3,22/08/2017,12.64350285,N15,3_N15,3_N15_2017-08-22,136.574,6.021469496,9.373731752,3_2017-08-22,0.003,N20,3_N20,3_N20_2017-08-22,37.671,2.669601393,-2.817377486,3_2017-08-22_N15_N20,internest,regular,2017,control,Empirical control
3,22/08/2017,4.11690246,N7,3_N7,3_N7_2017-08-22,4.197,0.642787706,0.766044362,3_2017-08-22,0.05,N20,3_N20,3_N20_2017-08-22,37.671,2.669601393,-2.817377486,3_2017-08-22_N7_N20,internest,regular,2017,control,Empirical control
3,22/08/2017,2.45,N11,3_N11,3_N11_2017-08-22,62.317,0.907218694,-1.115464674,3_2017-08-22,0.2,N20,3_N20,3_N20_2017-08-22,37.671,2.669601393,-2.817377486,3_2017-08-22_N11_N20,internest,regular,2017,control,Empirical control
3,22/08/2017,9.899999996,N20,3_N20,3_N20_2017-08-22,37.671,2.669601393,-2.817377486,3_2017-08-22,0.05,N36,3_N36,3_N36_2017-08-22,1.047,3.360192623,-12.69326143,3_2017-08-22_N20_N36,internest,regular,2017,control,Empirical control
3,22/08/2017,23.7,N26,3_N26,3_N26_2017-08-22,229.236,7.736661011,-31.5540667,3_2017-08-22,0.2,N28,3_N28,3_N28_2017-08-22,23.855,-5.516222486,-11.90588411,3_2017-08-22_N26_N28,internest,regular,2017,control,Empirical control
3,22/08/2017,9.5,N28,3_N28,3_N28_2017-08-22,23.855,-5.516222486,-11.90588411,3_2017-08-22,0.05,N34,3_N34,3_N34_2017-08-22,0.275,-5.516220331,-21.40588411,3_2017-08-22_N28_N34,internest,regular,2017,control,Empirical control
3,22/08/2017,29.18,N20,3_N20,3_N20_2017-08-22,37.671,2.669601393,-2.817377486,3_2017-08-22,0.1,N26,3_N26,3_N26_2017-08-22,229.236,7.736661011,-31.5540667,3_2017-08-22_N20_N26,internest,regular,2017,control,Empirical control
6,22/08/2017,6.392763978,N25,6_N25,6_N25_2017-08-22,93.384,-4.53739948,1.208526121,6_2017-08-22,0.01,N26,6_N26,6_N26_2017-08-22,14.429,-10.75108424,2.711041674,6_2017-08-22_N25_N26,internest,regular,2017,control,Empirical control
6,22/08/2017,0.908789273,N25,6_N25,6_N25_2017-08-22,93.384,-4.53739948,1.208526121,6_2017-08-22,0.033,N43,6_N43,6_N43_2017-08-22,0.598,-5.302891614,1.698342143,6_2017-08-22_N25_N43,internest,regular,2017,control,Empirical control
6,22/08/2017,2,N12,6_N12,6_N12_2017-08-22,73.67,-2.696389373,0.427064805,6_2017-08-22,0.12,N25,6_N25,6_N25_2017-08-22,93.384,-4.53739948,1.208526121,6_2017-08-22_N12_N25,internest,regular,2017,control,Empirical control
6,22/08/2017,0.550388182,N25,6_N25,6_N25_2017-08-22,93.384,-4.53739948,1.208526121,6_2017-08-22,0.02,N38,6_N38,6_N38_2017-08-22,7.339,-4.024928287,1.409275784,6_2017-08-22_N25_N38,internest,regular,2017,control,Empirical control
6,22/08/2017,0.606829142,N30,6_N30,6_N30_2017-08-22,9.119,-3.418567963,1.385426993,6_2017-08-22,0.05,N38,6_N38,6_N38_2017-08-22,7.339,-4.024928287,1.409275784,6_2017-08-22_N30_N38,internest,regular,2017,control,Empirical control
6,22/08/2017,0.846885591,N25,6_N25,6_N25_2017-08-22,93.384,-4.53739948,1.208526121,6_2017-08-22,0.1,N41,6_N41,6_N41_2017-08-22,0.657,-3.692247612,1.262688146,6_2017-08-22_N25_N41,internest,regular,2017,control,Empirical control
6,22/08/2017,1.3,N12,6_N12,6_N12_2017-08-22,73.67,-2.696389373,0.427064805,6_2017-08-22,0.033,N41,6_N41,6_N41_2017-08-22,0.657,-3.692247612,1.262688146,6_2017-08-22_N12_N41,internest,regular,2017,control,Empirical control
6,22/08/2017,1.199999999,N12,6_N12,6_N12_2017-08-22,73.67,-2.696389373,0.427064805,6_2017-08-22,0.1,N30,6_N30,6_N30_2017-08-22,9.119,-3.418567963,1.385426993,6_2017-08-22_N12_N30,internest,regular,2017,control,Empirical control
6,22/08/2017,1.145696873,N30,6_N30,6_N30_2017-08-22,9.119,-3.418567963,1.385426993,6_2017-08-22,0.1,N42,6_N42,6_N42_2017-08-22,2.097,-2.324278701,1.724768026,6_2017-08-22_N30_N42,internest,regular,2017,control,Empirical control
6,22/08/2017,0.4,N12,6_N12,6_N12_2017-08-22,73.67,-2.696389373,0.427064805,6_2017-08-22,0.02,N44,6_N44,6_N44_2017-08-22,0.497,-2.349979196,0.627064779,6_2017-08-22_N12_N44,internest,regular,2017,control,Empirical control
6,22/08/2017,4.145534099,N24,6_N24,6_N24_2017-08-22,1.091,1.715155869,1.439548543,6_2017-08-22,0.003,N44,6_N44,6_N44_2017-08-22,0.497,-2.349979196,0.627064779,6_2017-08-22_N24_N44,internest,regular,2017,control,Empirical control
6,22/08/2017,1.2,N6,6_N6,6_N6_2017-08-22,17.909,2.222298455,0.351979512,6_2017-08-22,0.02,N24,6_N24,6_N24_2017-08-22,1.091,1.715155869,1.439548543,6_2017-08-22_N6_N24,internest,regular,2017,control,Empirical control
6,22/08/2017,1.434904757,N7,6_N7,6_N7_2017-08-22,94.314,1.777757468,2.873087068,6_2017-08-22,0.003,N24,6_N24,6_N24_2017-08-22,1.091,1.715155869,1.439548543,6_2017-08-22_N7_N24,internest,regular,2017,control,Empirical control
6,22/08/2017,5.56771955,N5,6_N5,6_N5_2017-08-22,5.302,6.781603873,0.43156661,6_2017-08-22,0.003,N7,6_N7,6_N7_2017-08-22,94.314,1.777757468,2.873087068,6_2017-08-22_N5_N7,internest,regular,2017,control,Empirical control
6,22/08/2017,0.62,N7,6_N7,6_N7_2017-08-22,94.314,1.777757468,2.873087068,6_2017-08-22,1,N15,6_N15,6_N15_2017-08-22,15.643,1.354918225,3.326526121,6_2017-08-22_N7_N15,internest,regular,2017,control,Empirical control
6,22/08/2017,2.2,N7,6_N7,6_N7_2017-08-22,94.314,1.777757468,2.873087068,6_2017-08-22,0.1,N9,6_N9,6_N9_2017-08-22,10.583,3.720242245,3.905924369,6_2017-08-22_N7_N9,internest,regular,2017,control,Empirical control
6,22/08/2017,5.206288543,N4,6_N4,6_N4_2017-08-22,9.037,7.845679441,1.964457817,6_2017-08-22,0.01,N19,6_N19,6_N19_2017-08-22,3.527,11.32335334,5.838889988,6_2017-08-22_N4_N19,internest,regular,2017,control,Empirical control
6,22/08/2017,3.200000001,N3,6_N3,6_N3_2017-08-22,16.539,14.09463548,4.238891455,6_2017-08-22,0.1,N19,6_N19,6_N19_2017-08-22,3.527,11.32335334,5.838889988,6_2017-08-22_N3_N19,internest,regular,2017,control,Empirical control
6,22/08/2017,5.692978322,N35,6_N35,6_N35_2017-08-22,2.599,14.41817192,12.91243521,6_2017-08-22,0.1,N37,6_N37,6_N37_2017-08-22,2.74,19.70402304,15.02662066,6_2017-08-22_N35_N37,internest,regular,2017,control,Empirical control
6,22/08/2017,2.499999996,N34,6_N34,6_N34_2017-08-22,0.21,12.65040477,11.14466846,6_2017-08-22,0.05,N35,6_N35,6_N35_2017-08-22,2.599,14.41817192,12.91243521,6_2017-08-22_N34_N35,internest,regular,2017,control,Empirical control
6,22/08/2017,4.000000006,N32,6_N32,6_N32_2017-08-22,46.084,8.891634213,9.776588072,6_2017-08-22,0.05,N34,6_N34,6_N34_2017-08-22,0.21,12.65040477,11.14466846,6_2017-08-22_N32_N34,internest,regular,2017,control,Empirical control
6,22/08/2017,1.4,N27,6_N27,6_N27_2017-08-22,0.12,7.496961579,9.898605462,6_2017-08-22,0.05,N32,6_N32,6_N32_2017-08-22,46.084,8.891634213,9.776588072,6_2017-08-22_N27_N32,internest,regular,2017,control,Empirical control
6,22/08/2017,0.7,N32,6_N32,6_N32_2017-08-22,46.084,8.891634213,9.776588072,6_2017-08-22,0.05,N33,6_N33,6_N33_2017-08-22,1.191,8.71046106,9.100439946,6_2017-08-22_N32_N33,internest,regular,2017,control,Empirical control
